,ENTITY_CD,YEAR,ASSESSMENT_NAME,ENTITY_NAME,SUBGROUP_NAME,MEAN_SCORE,ES,MS,EM,ST_NOTSURE,Gender_MEAN_SCORE,MEAN_SCORE_white,MEAN_SCORE_non_white,Subject,MEAN_SCORE_english_language_learners,MEAN_SCORE_non-english_language_learners,Female,post_covid,race_gap,ell_gap
2011052,4,2018,MATH8,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,597.0,596.0,590.6,MATH,581.0,595.0,1,0,1,0
2023219,4,2018,MATH4,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,595.0,596.0,592.0,MATH,580.0,595.0,1,0,1,0
2035386,4,2018,MATH7,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,596.0,596.0,591.4,MATH,575.0,595.0,1,0,1,0
2047553,4,2018,Science4,High Need/Resource Rural Districts,All Students,81.0,1,1,1,0.0,81.0,595.9166666666666,592.1,SCIENCE,578.0833333333334,595.0833333333334,1,0,1,0
2070368,4,2018,Science8,High Need/Resource Rural Districts,All Students,68.0,1,1,1,0.0,68.0,595.9166666666666,592.1,SCIENCE,578.0833333333334,595.0833333333334,1,0,1,0
2082535,4,2019,ELA5,High Need/Resource Rural Districts,All Students,593.0,1,1,1,0.0,596.0,595.0,591.2,ELA,575.0,594.0,1,0,1,0
2094702,4,2019,ELA3,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,595.0,595.0,592.2,ELA,580.0,594.0,1,0,1,0
2106869,4,2019,ELA8,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,599.0,596.0,592.2,ELA,572.0,595.0,1,0,1,0
2119036,4,2019,ELA7,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,598.0,595.0,591.8,ELA,573.0,594.0,1,0,1,0
2131203,4,2019,ELA6,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,597.0,595.0,591.2,ELA,572.0,594.0,1,0,1,0
2143370,4,2019,ELA4,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,596.0,595.0,591.6,ELA,578.0,594.0,1,0,1,0
2155537,4,2019,MATH7,High Need/Resource Rural Districts,All Students,597.0,1,1,1,0.0,598.0,598.0,593.2,MATH,580.0,597.0,1,0,1,0
2167704,4,2019,MATH4,High Need/Resource Rural Districts,All Students,596.0,1,1,1,0.0,595.0,597.0,592.4,MATH,579.0,596.0,1,0,1,0
2179871,4,2019,MATH6,High Need/Resource Rural Districts,All Students,597.0,1,1,1,0.0,597.0,598.0,594.2,MATH,580.0,597.0,1,0,1,0
2192038,4,2019,MATH3,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,595.0,596.0,593.0,MATH,584.0,595.0,1,0,1,0
2204205,4,2019,MATH8,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,597.0,596.0,590.6,MATH,576.0,595.0,1,0,1,0
2216372,4,2019,MATH5,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,595.0,596.0,592.4,MATH,581.0,595.0,1,0,1,0
2228539,4,2019,Science4,High Need/Resource Rural Districts,All Students,79.0,1,1,1,0.0,80.0,596.0,592.1666666666666,SCIENCE,577.5,595.0,1,0,1,0
2240706,4,2019,Science8,High Need/Resource Rural Districts,All Students,66.0,1,1,1,0.0,67.0,596.0,592.1666666666666,SCIENCE,577.5,595.0,1,0,1,0
2263521,4,2021,ELA3,High Need/Resource Rural Districts,All Students,598.0,1,1,1,0.0,599.0,599.0,594.6,ELA,583.0,598.0,1,1,1,0
2275688,4,2021,ELA4,High Need/Resource Rural Districts,All Students,599.0,1,1,1,0.0,601.0,600.0,596.2,ELA,584.0,600.0,1,1,1,0
2287855,4,2021,ELA5,High Need/Resource Rural Districts,All Students,598.0,1,1,1,0.0,599.0,599.0,595.2,ELA,577.0,598.0,1,1,1,0
2300022,4,2021,ELA6,High Need/Resource Rural Districts,All Students,598.0,1,1,1,0.0,601.0,599.0,595.8,ELA,578.0,598.0,1,1,1,0
2312189,4,2021,ELA7,High Need/Resource Rural Districts,All Students,596.0,1,1,1,0.0,599.0,597.0,595.4,ELA,574.0,597.0,1,1,1,0
2324356,4,2021,ELA8,High Need/Resource Rural Districts,All Students,598.0,1,1,1,0.0,601.0,599.0,596.2,ELA,573.0,599.0,1,1,1,0
2336523,4,2021,MATH3,High Need/Resource Rural Districts,All Students,591.0,1,1,1,0.0,590.0,466.5,462.5,Math,445.75,465.875,1,1,1,0
2348690,4,2021,MATH4,High Need/Resource Rural Districts,All Students,592.0,1,1,1,0.0,591.0,466.5,462.5,Math,445.75,465.875,1,1,1,0
2360857,4,2021,MATH5,High Need/Resource Rural Districts,All Students,590.0,1,1,1,0.0,590.0,466.5,462.5,Math,445.75,465.875,1,1,1,0
2373024,4,2021,MATH6,High Need/Resource Rural Districts,All Students,592.0,1,1,1,0.0,591.0,466.5,462.5,Math,445.75,465.875,1,1,1,0
2385191,4,2021,MATH7,High Need/Resource Rural Districts,All Students,591.0,1,1,1,0.0,591.0,466.5,462.5,Math,445.75,465.875,1,1,1,0
2397358,4,2021,MATH8,High Need/Resource Rural Districts,All Students,592.0,1,1,1,0.0,592.0,466.5,462.5,Math,445.75,465.875,1,1,1,0
2409525,4,2021,Science4,High Need/Resource Rural Districts,All Students,76.0,1,1,1,0.0,75.0,77.0,70.2,Science,56.0,76.0,1,1,1,0
2421692,4,2021,Science8,High Need/Resource Rural Districts,All Students,61.0,1,1,1,0.0,61.0,62.0,56.4,Science,41.0,61.0,1,1,1,0
2433859,4,2022,ELA8,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,599.0,596.0,592.4,ELA,573.0,595.0,1,1,1,0
2446026,4,2022,ELA7,High Need/Resource Rural Districts,All Students,598.0,1,1,1,0.0,602.0,599.0,597.4,ELA,580.0,599.0,1,1,1,0
2458193,4,2022,ELA3,High Need/Resource Rural Districts,All Students,593.0,1,1,1,0.0,594.0,593.0,591.2,ELA,579.0,593.0,1,1,1,0
2470360,4,2022,ELA4,High Need/Resource Rural Districts,All Students,592.0,1,1,1,0.0,594.0,593.0,589.6,ELA,576.0,592.0,1,1,1,0
2482527,4,2022,ELA6,High Need/Resource Rural Districts,All Students,599.0,1,1,1,0.0,601.0,599.0,597.4,ELA,581.0,599.0,1,1,1,0
2494694,4,2022,ELA5,High Need/Resource Rural Districts,All Students,597.0,1,1,1,0.0,599.0,598.0,593.4,ELA,583.0,597.0,1,1,1,0
2506861,4,2022,MATH6,High Need/Resource Rural Districts,All Students,593.0,1,1,1,0.0,592.0,465.125,461.75,Math,446.75,464.5,1,1,1,0
2519028,4,2022,MATH3,High Need/Resource Rural Districts,All Students,591.0,1,1,1,0.0,590.0,465.125,461.75,Math,446.75,464.5,1,1,1,0
2531195,4,2022,MATH4,High Need/Resource Rural Districts,All Students,590.0,1,1,1,0.0,590.0,465.125,461.75,Math,446.75,464.5,1,1,1,0
2543362,4,2022,MATH7,High Need/Resource Rural Districts,All Students,592.0,1,1,1,0.0,593.0,465.125,461.75,Math,446.75,464.5,1,1,1,0
2555529,4,2022,MATH5,High Need/Resource Rural Districts,All Students,590.0,1,1,1,0.0,589.0,465.125,461.75,Math,446.75,464.5,1,1,1,0
2567696,4,2022,MATH8,High Need/Resource Rural Districts,All Students,593.0,1,1,1,0.0,594.0,465.125,461.75,Math,446.75,464.5,1,1,1,0
2579863,4,2022,Science8,High Need/Resource Rural Districts,All Students,65.0,1,1,1,0.0,64.0,66.0,60.8,Science,46.0,65.0,1,1,1,0
2592030,4,2022,Science4,High Need/Resource Rural Districts,All Students,76.0,1,1,1,0.0,75.0,77.0,71.8,Science,56.0,76.0,1,1,1,0
2604197,5,2018,ELA5,Average Need Districts,All Students,601.0,1,1,1,0.0,603.0,602.0,598.2,ELA,579.0,601.0,1,0,1,0
2616364,5,2018,ELA3,Average Need Districts,All Students,600.0,1,1,1,0.0,602.0,601.0,597.2,ELA,584.0,601.0,1,0,1,0
2628531,5,2018,ELA7,Average Need Districts,All Students,599.0,1,1,1,0.0,603.0,601.0,596.0,ELA,572.0,600.0,1,0,1,0
2640698,5,2018,ELA8,Average Need Districts,All Students,599.0,1,1,1,0.0,603.0,600.0,595.4,ELA,573.0,599.0,1,0,1,0
2652865,5,2018,ELA6,Average Need Districts,All Students,600.0,1,1,1,0.0,604.0,602.0,598.2,ELA,579.0,601.0,1,0,1,0
2665032,5,2018,ELA4,Average Need Districts,All Students,600.0,1,1,1,0.0,602.0,601.0,597.6,ELA,582.0,600.0,1,0,1,0
2677199,5,2018,MATH7,Average Need Districts,All Students,601.0,1,1,1,0.0,602.0,603.0,597.8,MATH,580.0,602.0,1,0,1,0
2689366,5,2018,MATH4,Average Need Districts,All Students,600.0,1,1,1,0.0,600.0,602.0,597.4,MATH,584.0,601.0,1,0,1,0
2701533,5,2018,MATH6,Average Need Districts,All Students,602.0,1,1,1,0.0,602.0,604.0,599.4,MATH,582.0,603.0,1,0,1,0
2713700,5,2018,MATH3,Average Need Districts,All Students,600.0,1,1,1,0.0,600.0,602.0,597.2,MATH,585.0,601.0,1,0,1,0
2725867,5,2018,MATH5,Average Need Districts,All Students,601.0,1,1,1,0.0,601.0,603.0,597.6,MATH,582.0,602.0,1,0,1,0
2738034,5,2018,MATH8,Average Need Districts,All Students,598.0,1,1,1,0.0,600.0,600.0,595.6,MATH,583.0,599.0,1,0,1,0
2750201,5,2018,Science8,Average Need Districts,All Students,71.0,1,1,1,0.0,72.0,601.75,597.3,SCIENCE,580.4166666666666,600.8333333333334,1,0,1,0
2774535,5,2018,Science4,Average Need Districts,All Students,84.0,1,1,1,0.0,84.0,601.75,597.3,SCIENCE,580.4166666666666,600.8333333333334,1,0,1,0
2786702,5,2019,ELA5,Average Need Districts,All Students,600.0,1,1,1,0.0,603.0,601.0,597.4,ELA,578.0,601.0,1,0,1,0
2798869,5,2019,ELA3,Average Need Districts,All Students,599.0,1,1,1,0.0,601.0,601.0,597.6,ELA,583.0,600.0,1,0,1,0
2811036,5,2019,ELA8,Average Need Districts,All Students,599.0,1,1,1,0.0,603.0,600.0,594.8,ELA,573.0,599.0,1,0,1,0
2823203,5,2019,ELA7,Average Need Districts,All Students,599.0,1,1,1,0.0,603.0,601.0,596.4,ELA,573.0,600.0,1,0,1,0
2835370,5,2019,ELA6,Average Need Districts,All Students,599.0,1,1,1,0.0,602.0,600.0,596.0,ELA,574.0,599.0,1,0,1,0
2847537,5,2019,ELA4,Average Need Districts,All Students,598.0,1,1,1,0.0,601.0,600.0,595.8,ELA,581.0,599.0,1,0,1,0
2859704,5,2019,MATH3,Average Need Districts,All Students,600.0,1,1,1,0.0,600.0,602.0,597.4,MATH,585.0,601.0,1,0,1,0
2871871,5,2019,MATH6,Average Need Districts,All Students,602.0,1,1,1,0.0,603.0,604.0,599.6,MATH,583.0,603.0,1,0,1,0
2884038,5,2019,MATH4,Average Need Districts,All Students,601.0,1,1,1,0.0,600.0,603.0,597.4,MATH,584.0,602.0,1,0,1,0
2896205,5,2019,MATH5,Average Need Districts,All Students,601.0,1,1,1,0.0,601.0,602.0,597.6,MATH,582.0,601.0,1,0,1,0
2908372,5,2019,MATH8,Average Need Districts,All Students,600.0,1,1,1,0.0,601.0,601.0,596.0,MATH,583.0,600.0,1,0,1,0
2920539,5,2019,MATH7,Average Need Districts,All Students,602.0,1,1,1,0.0,603.0,604.0,599.2,MATH,581.0,603.0,1,0,1,0
2944873,5,2019,Science8,Average Need Districts,All Students,70.0,1,1,1,0.0,70.0,601.5833333333334,597.1,SCIENCE,580.0,600.6666666666666,1,0,1,0
2957040,5,2019,Science4,Average Need Districts,All Students,82.0,1,1,1,0.0,83.0,601.5833333333334,597.1,SCIENCE,580.0,600.6666666666666,1,0,1,0
2969207,5,2021,ELA3,Average Need Districts,All Students,603.0,1,1,1,0.0,604.0,605.0,599.6,ELA,587.0,604.0,1,1,1,0
2981374,5,2021,ELA4,Average Need Districts,All Students,605.0,1,1,1,0.0,607.0,607.0,602.4,ELA,586.0,606.0,1,1,1,0
2993541,5,2021,ELA5,Average Need Districts,All Students,604.0,1,1,1,0.0,606.0,606.0,601.2,ELA,582.0,605.0,1,1,1,0
3005708,5,2021,ELA6,Average Need Districts,All Students,603.0,1,1,1,0.0,606.0,605.0,600.4,ELA,581.0,604.0,1,1,1,0
3017875,5,2021,ELA7,Average Need Districts,All Students,600.0,1,1,1,0.0,603.0,602.0,597.8,ELA,575.0,601.0,1,1,1,0
3030042,5,2021,ELA8,Average Need Districts,All Students,603.0,1,1,1,0.0,606.0,604.0,599.6,ELA,576.0,603.0,1,1,1,0
3042209,5,2021,MATH3,Average Need Districts,All Students,596.0,1,1,1,0.0,595.0,471.625,466.9,Math,448.625,470.75,1,1,1,0
3054376,5,2021,MATH4,Average Need Districts,All Students,597.0,1,1,1,0.0,596.0,471.625,466.9,Math,448.625,470.75,1,1,1,0
3066543,5,2021,MATH5,Average Need Districts,All Students,596.0,1,1,1,0.0,595.0,471.625,466.9,Math,448.625,470.75,1,1,1,0
3078710,5,2021,MATH6,Average Need Districts,All Students,596.0,1,1,1,0.0,595.0,471.625,466.9,Math,448.625,470.75,1,1,1,0
3090877,5,2021,MATH7,Average Need Districts,All Students,596.0,1,1,1,0.0,597.0,471.625,466.9,Math,448.625,470.75,1,1,1,0
3103044,5,2021,MATH8,Average Need Districts,All Students,594.0,1,1,1,0.0,594.0,471.625,466.9,Math,448.625,470.75,1,1,1,0
3115211,5,2021,Science4,Average Need Districts,All Students,79.0,1,1,1,0.0,78.0,80.0,75.0,Science,61.0,80.0,1,1,1,0
3127378,5,2021,Science8,Average Need Districts,All Students,63.0,1,1,1,0.0,63.0,64.0,59.2,Science,41.0,63.0,1,1,1,0
3139545,5,2022,ELA8,Average Need Districts,All Students,598.0,1,1,1,0.0,603.0,600.0,596.4,ELA,571.0,599.0,1,1,1,0
3151712,5,2022,ELA7,Average Need Districts,All Students,603.0,1,1,1,0.0,606.0,604.0,600.2,ELA,581.0,604.0,1,1,1,0
3163879,5,2022,ELA3,Average Need Districts,All Students,598.0,1,1,1,0.0,600.0,599.0,596.0,ELA,585.0,599.0,1,1,1,0
3176046,5,2022,ELA4,Average Need Districts,All Students,596.0,1,1,1,0.0,599.0,598.0,593.4,ELA,579.0,597.0,1,1,1,0
3188213,5,2022,ELA6,Average Need Districts,All Students,603.0,1,1,1,0.0,606.0,605.0,600.8,ELA,583.0,604.0,1,1,1,0
3200380,5,2022,ELA5,Average Need Districts,All Students,601.0,1,1,1,0.0,604.0,603.0,599.4,ELA,584.0,602.0,1,1,1,0
3212547,5,2022,MATH6,Average Need Districts,All Students,599.0,1,1,1,0.0,598.0,469.75,465.65,Math,448.75,469.0,1,1,1,0
3224714,5,2022,MATH3,Average Need Districts,All Students,596.0,1,1,1,0.0,595.0,469.75,465.65,Math,448.75,469.0,1,1,1,0
3236881,5,2022,MATH4,Average Need Districts,All Students,596.0,1,1,1,0.0,595.0,469.75,465.65,Math,448.75,469.0,1,1,1,0
3249048,5,2022,MATH7,Average Need Districts,All Students,598.0,1,1,1,0.0,598.0,469.75,465.65,Math,448.75,469.0,1,1,1,0
3261215,5,2022,MATH5,Average Need Districts,All Students,596.0,1,1,1,0.0,595.0,469.75,465.65,Math,448.75,469.0,1,1,1,0
3273382,5,2022,MATH8,Average Need Districts,All Students,596.0,1,1,1,0.0,597.0,469.75,465.65,Math,448.75,469.0,1,1,1,0
3285549,5,2022,Science4,Average Need Districts,All Students,79.0,1,1,1,0.0,79.0,81.0,76.0,Science,62.0,80.0,1,1,1,0
3297716,5,2022,Science8,Average Need Districts,All Students,66.0,1,1,1,0.0,66.0,68.0,63.0,Science,45.0,67.0,1,1,1,0
3309883,6,2018,ELA5,Low Need Districts,All Students,609.0,1,1,1,0.0,611.0,610.0,605.2,ELA,584.0,610.0,1,0,1,0
3322050,6,2018,ELA3,Low Need Districts,All Students,608.0,1,1,1,0.0,611.0,609.0,605.8,ELA,589.0,609.0,1,0,1,0
3334217,6,2018,ELA7,Low Need Districts,All Students,608.0,1,1,1,0.0,612.0,609.0,605.8,ELA,579.0,609.0,1,0,1,0
3346384,6,2018,ELA8,Low Need Districts,All Students,607.0,1,1,1,0.0,611.0,607.0,604.8,ELA,576.0,607.0,1,0,1,0
3358551,6,2018,ELA6,Low Need Districts,All Students,609.0,1,1,1,0.0,613.0,610.0,606.4,ELA,583.0,610.0,1,0,1,0
3370718,6,2018,ELA4,Low Need Districts,All Students,608.0,1,1,1,0.0,610.0,609.0,605.6,ELA,586.0,609.0,1,0,1,0
3382885,6,2018,MATH7,Low Need Districts,All Students,610.0,1,1,1,0.0,611.0,611.0,607.0,MATH,589.0,610.0,1,0,1,0
3395052,6,2018,MATH4,Low Need Districts,All Students,609.0,1,1,1,0.0,608.0,609.0,606.0,MATH,591.0,610.0,1,0,1,0
3407219,6,2018,MATH6,Low Need Districts,All Students,611.0,1,1,1,0.0,610.0,611.0,606.8,MATH,590.0,611.0,1,0,1,0
3419386,6,2018,MATH3,Low Need Districts,All Students,608.0,1,1,1,0.0,608.0,609.0,605.2,MATH,593.0,609.0,1,0,1,0
3431553,6,2018,MATH5,Low Need Districts,All Students,609.0,1,1,1,0.0,609.0,610.0,606.0,MATH,589.0,610.0,1,0,1,0
3443720,6,2018,MATH8,Low Need Districts,All Students,607.0,1,1,1,0.0,609.0,608.0,604.6,MATH,589.0,608.0,1,0,1,0
3455887,6,2018,Science8,Low Need Districts,All Students,75.0,1,1,1,0.0,75.0,609.3333333333334,605.7666666666667,SCIENCE,586.5,609.3333333333334,1,0,1,0
3478702,6,2018,Science4,Low Need Districts,All Students,88.0,1,1,1,0.0,88.0,609.3333333333334,605.7666666666667,SCIENCE,586.5,609.3333333333334,1,0,1,0
3490869,6,2019,ELA5,Low Need Districts,All Students,609.0,1,1,1,0.0,611.0,609.0,606.2,ELA,583.0,610.0,1,0,1,0
3503036,6,2019,ELA3,Low Need Districts,All Students,607.0,1,1,1,0.0,609.0,608.0,604.2,ELA,589.0,608.0,1,0,1,0
3515203,6,2019,ELA8,Low Need Districts,All Students,608.0,1,1,1,0.0,611.0,608.0,605.6,ELA,577.0,608.0,1,0,1,0
3527370,6,2019,ELA7,Low Need Districts,All Students,609.0,1,1,1,0.0,612.0,609.0,606.0,ELA,578.0,609.0,1,0,1,0
3539537,6,2019,ELA6,Low Need Districts,All Students,608.0,1,1,1,0.0,611.0,609.0,603.8,ELA,578.0,609.0,1,0,1,0
3551704,6,2019,ELA4,Low Need Districts,All Students,607.0,1,1,1,0.0,609.0,608.0,604.4,ELA,585.0,608.0,1,0,1,0
3563871,6,2019,MATH4,Low Need Districts,All Students,610.0,1,1,1,0.0,609.0,610.0,607.0,MATH,592.0,611.0,1,0,1,0
3576038,6,2019,MATH6,Low Need Districts,All Students,611.0,1,1,1,0.0,611.0,611.0,607.0,MATH,591.0,611.0,1,0,1,0
3588205,6,2019,MATH7,Low Need Districts,All Students,611.0,1,1,1,0.0,612.0,612.0,607.8,MATH,590.0,612.0,1,0,1,0
3600372,6,2019,MATH3,Low Need Districts,All Students,609.0,1,1,1,0.0,608.0,609.0,604.8,MATH,593.0,609.0,1,0,1,0
3612539,6,2019,MATH8,Low Need Districts,All Students,608.0,1,1,1,0.0,610.0,610.0,604.8,MATH,589.0,609.0,1,0,1,0
3624706,6,2019,MATH5,Low Need Districts,All Students,610.0,1,1,1,0.0,609.0,610.0,606.6,MATH,590.0,610.0,1,0,1,0
3647521,6,2019,Science4,Low Need Districts,All Students,87.0,1,1,1,0.0,87.0,609.4166666666666,605.6833333333333,SCIENCE,586.25,609.5,1,0,1,0
3659688,6,2019,Science8,Low Need Districts,All Students,74.0,1,1,1,0.0,74.0,609.4166666666666,605.6833333333333,SCIENCE,586.25,609.5,1,0,1,0
3671855,6,2021,ELA3,Low Need Districts,All Students,614.0,1,1,1,0.0,615.0,615.0,609.2,ELA,595.0,615.0,1,1,1,0
3684022,6,2021,ELA4,Low Need Districts,All Students,617.0,1,1,1,0.0,619.0,618.0,614.2,ELA,592.0,618.0,1,1,1,0
3696189,6,2021,ELA5,Low Need Districts,All Students,615.0,1,1,1,0.0,616.0,615.0,611.0,ELA,589.0,616.0,1,1,1,0
3708356,6,2021,ELA6,Low Need Districts,All Students,612.0,1,1,1,0.0,614.0,612.0,609.4,ELA,586.0,613.0,1,1,1,0
3720523,6,2021,ELA7,Low Need Districts,All Students,610.0,1,1,1,0.0,612.0,611.0,609.2,ELA,581.0,611.0,1,1,1,0
3732690,6,2021,ELA8,Low Need Districts,All Students,612.0,1,1,1,0.0,615.0,613.0,610.6,ELA,579.0,613.0,1,1,1,0
3744857,6,2021,MATH3,Low Need Districts,All Students,608.0,1,1,1,0.0,607.0,480.0,476.5750000000001,Math,454.375,480.125,1,1,1,0
3757024,6,2021,MATH4,Low Need Districts,All Students,609.0,1,1,1,0.0,608.0,480.0,476.5750000000001,Math,454.375,480.125,1,1,1,0
3769191,6,2021,MATH5,Low Need Districts,All Students,607.0,1,1,1,0.0,606.0,480.0,476.5750000000001,Math,454.375,480.125,1,1,1,0
3781358,6,2021,MATH6,Low Need Districts,All Students,606.0,1,1,1,0.0,605.0,480.0,476.5750000000001,Math,454.375,480.125,1,1,1,0
3793525,6,2021,MATH7,Low Need Districts,All Students,607.0,1,1,1,0.0,607.0,480.0,476.5750000000001,Math,454.375,480.125,1,1,1,0
3805692,6,2021,MATH8,Low Need Districts,All Students,603.0,1,1,1,0.0,603.0,480.0,476.5750000000001,Math,454.375,480.125,1,1,1,0
3817859,6,2021,Science4,Low Need Districts,All Students,86.0,1,1,1,0.0,85.0,86.0,83.4,Science,68.0,86.0,1,1,1,0
3830026,6,2021,Science8,Low Need Districts,All Students,68.0,1,1,1,0.0,69.0,70.0,65.6,Science,45.0,69.0,1,1,1,0
3842193,6,2022,ELA8,Low Need Districts,All Students,608.0,1,1,1,0.0,612.0,608.0,606.2,ELA,574.0,609.0,1,1,1,0
3854360,6,2022,ELA7,Low Need Districts,All Students,611.0,1,1,1,0.0,614.0,611.0,609.8,ELA,584.0,612.0,1,1,1,0
3866527,6,2022,ELA3,Low Need Districts,All Students,607.0,1,1,1,0.0,609.0,608.0,605.0,ELA,590.0,608.0,1,1,1,0
3878694,6,2022,ELA4,Low Need Districts,All Students,605.0,1,1,1,0.0,608.0,606.0,603.0,ELA,584.0,606.0,1,1,1,0
3890861,6,2022,ELA6,Low Need Districts,All Students,611.0,1,1,1,0.0,614.0,612.0,608.4,ELA,586.0,612.0,1,1,1,0
3903028,6,2022,ELA5,Low Need Districts,All Students,610.0,1,1,1,0.0,612.0,611.0,607.4,ELA,588.0,611.0,1,1,1,0
3915195,6,2022,MATH6,Low Need Districts,All Students,609.0,1,1,1,0.0,608.0,477.0,474.125,Math,453.125,477.125,1,1,1,0
3927362,6,2022,MATH3,Low Need Districts,All Students,606.0,1,1,1,0.0,605.0,477.0,474.125,Math,453.125,477.125,1,1,1,0
3939529,6,2022,MATH4,Low Need Districts,All Students,608.0,1,1,1,0.0,607.0,477.0,474.125,Math,453.125,477.125,1,1,1,0
3951696,6,2022,MATH7,Low Need Districts,All Students,608.0,1,1,1,0.0,608.0,477.0,474.125,Math,453.125,477.125,1,1,1,0
3963863,6,2022,MATH5,Low Need Districts,All Students,607.0,1,1,1,0.0,606.0,477.0,474.125,Math,453.125,477.125,1,1,1,0
3976030,6,2022,MATH8,Low Need Districts,All Students,606.0,1,1,1,0.0,607.0,477.0,474.125,Math,453.125,477.125,1,1,1,0
3988197,6,2022,Science4,Low Need Districts,All Students,85.0,1,1,1,0.0,85.0,86.0,82.2,Science,69.0,86.0,1,1,1,0
4000364,6,2022,Science8,Low Need Districts,All Students,72.0,1,1,1,0.0,72.0,74.0,71.0,Science,50.0,73.0,1,1,1,0
4012531,7,2018,ELA5,Charter Schools,All Students,604.0,1,1,1,0.0,606.0,608.0,605.0,ELA,587.0,605.0,1,0,1,0
4023179,7,2018,ELA3,Charter Schools,All Students,607.0,1,1,1,0.0,609.0,612.0,607.6,ELA,598.0,607.0,1,0,1,0
4033827,7,2018,ELA7,Charter Schools,All Students,602.0,1,1,1,0.0,605.0,606.0,603.2,ELA,585.0,603.0,1,0,1,0
4044475,7,2018,ELA8,Charter Schools,All Students,603.0,1,1,1,0.0,605.0,604.0,604.2,ELA,584.0,604.0,1,0,0,0
4053736,7,2018,ELA6,Charter Schools,All Students,602.0,1,1,1,0.0,605.0,606.0,603.0,ELA,585.0,603.0,1,0,1,0
4062997,7,2018,ELA4,Charter Schools,All Students,606.0,1,1,1,0.0,608.0,610.0,606.6,ELA,592.0,606.0,1,0,1,0
4073645,7,2018,MATH3,Charter Schools,All Students,610.0,1,1,1,0.0,610.0,614.0,611.2,MATH,604.0,610.0,1,0,1,0
4084293,7,2018,MATH6,Charter Schools,All Students,602.0,1,1,1,0.0,603.0,609.0,604.8,MATH,589.0,603.0,1,0,1,0
4093554,7,2018,MATH4,Charter Schools,All Students,608.0,1,1,1,0.0,608.0,614.0,610.4,MATH,596.0,609.0,1,0,1,0
4104202,7,2018,MATH5,Charter Schools,All Students,603.0,1,1,1,0.0,604.0,610.0,604.6,MATH,589.0,604.0,1,0,1,0
4114850,7,2018,MATH7,Charter Schools,All Students,603.0,1,1,1,0.0,604.0,608.0,604.6,MATH,588.0,604.0,1,0,1,0
4125498,7,2018,MATH8,Charter Schools,All Students,605.0,1,1,1,0.0,607.0,607.0,606.8,MATH,591.0,606.0,1,0,1,0
4142759,7,2018,Science8,Charter Schools,All Students,67.0,1,1,1,0.0,67.0,609.0762952448545,606.0396735273243,SCIENCE,590.8217511535819,605.3938541087149,1,0,1,0
4152020,7,2018,Science4,Charter Schools,All Students,84.0,1,1,1,0.0,85.0,609.0762952448545,606.0396735273243,SCIENCE,590.8217511535819,605.3938541087149,1,0,1,0
4162668,7,2019,ELA5,Charter Schools,All Students,602.0,1,1,1,0.0,605.0,609.0,603.8,ELA,584.0,603.0,1,0,1,0
4173316,7,2019,ELA3,Charter Schools,All Students,607.0,1,1,1,0.0,608.0,609.0,607.4,ELA,597.0,607.0,1,0,1,0
4183964,7,2019,ELA8,Charter Schools,All Students,603.0,1,1,1,0.0,605.0,606.0,603.0,ELA,585.0,604.0,1,0,1,0
4194612,7,2019,ELA7,Charter Schools,All Students,603.0,1,1,1,0.0,606.0,607.0,604.6,ELA,586.0,603.0,1,0,1,0
4205260,7,2019,ELA6,Charter Schools,All Students,600.0,1,1,1,0.0,602.0,605.0,601.6,ELA,583.0,601.0,1,0,1,0
4215908,7,2019,ELA4,Charter Schools,All Students,604.0,1,1,1,0.0,606.0,610.0,604.6,ELA,588.0,605.0,1,0,1,0
4226556,7,2019,MATH3,Charter Schools,All Students,609.0,1,1,1,0.0,608.0,612.0,610.4,MATH,602.0,609.0,1,0,1,0
4237204,7,2019,MATH6,Charter Schools,All Students,605.0,1,1,1,0.0,605.0,609.0,606.4,MATH,590.0,605.0,1,0,1,0
4247852,7,2019,MATH8,Charter Schools,All Students,607.0,1,1,1,0.0,609.0,610.0,607.8,MATH,593.0,608.0,1,0,1,0
4258500,7,2019,MATH7,Charter Schools,All Students,605.0,1,1,1,0.0,606.0,609.0,607.6,MATH,591.0,606.0,1,0,1,0
4269148,7,2019,MATH4,Charter Schools,All Students,608.0,1,1,1,0.0,607.0,615.0,609.6,MATH,594.0,608.0,1,0,1,0
4279796,7,2019,MATH5,Charter Schools,All Students,607.0,1,1,1,0.0,607.0,614.0,608.8,MATH,592.0,607.0,1,0,1,0
4298444,7,2019,Science8,Charter Schools,All Students,66.0,1,1,1,0.0,66.0,609.5833333333334,606.3,SCIENCE,590.4166666666666,605.5,1,0,1,0
